country,designation,points,price,province,variety,winery
Italy,I Castei Campo Casalin,90,80.0,Veneto,"Corvina, Rondinella, Molinara",Castellani Michele & Figli
Austria,St Laurent Alte Reben,90,47.0,Neusiedlersee,St. Laurent,Gerhard Pittnauer
Austria,Creitzer Reserve,90,25.0,Burgenland,BlaufrÃ¤nkisch,Gesellmann
Italy,Centenario,90,45.0,Veneto,"Corvina, Rondinella, Molinara",Giuseppe Campagnola
US,Hilltop Vineyard,90,32.0,California,Cabernet Sauvignon,J. Lohr
US,Arroyo Vista Vineyard,90,25.0,California,Chardonnay,J. Lohr
Austria,Reserve,90,42.0,Burgenland,Pinot Noir,Juris
Italy,Villa Monteleone,90,60.0,Veneto,"Corvina, Rondinella, Molinara",Villa Monteleone
Austria,Schrattenthal 9,90,30.0,NiederÃ¶sterreich,Red Blend,Zull
Austria,Reserve,90,25.0,Burgenland,Zweigelt,Zantho
France,La MoussiÃ¨re,90,65.0,Loire Valley,Pinot Noir,Alphonse Mellot
US,Blend 24,90,36.0,California,Cabernet Blend,B Cellars
US,Late Harvest,90,25.0,California,White Riesling,J. Lohr
Italy,Postera,90,40.0,Veneto,"Corvina, Rondinella, Molinara",Manara
US,Rosso Red Spumante,84,9.0,California,Sparkling Blend,Ballatore
France,Brut,84,12.0,France Other,Sparkling Blend,Grandin
US,Vintage,84,28.0,California,Port,Robert Hall
Germany,Maximiner Cabinet Trocken Sekt,84,20.0,Mosel-Saar-Ruwer,Riesling,Studert-PrÃ¼m
France,Collection PrivÃ©,84,10.0,France Other,Chenin Blanc-Chardonnay,Marquis de la Tour
Australia,Sedgeland,83,14.0,South Australia,Sauvignon Blanc,Currency Creek Estate
Argentina,Zagal,83,15.0,Mendoza Province,Cabernet Sauvignon,Hacienda del Plata
Australia,Bin 999,83,10.0,Australia Other,Merlot,Wyndham Estate
Argentina,Saurus Patagonia Select,83,13.0,Other,Chardonnay,Familia Schroeder
US,Premium Extra Dry Chardonnay Champagne,83,9.0,California,Sparkling Blend,Barefoot Bubbly
Austria,Extra Trocken Sekt,83,19.0,Austria,Sparkling Blend,Hochriegl
US,Matzin Old Vine,83,21.0,California,Zinfandel,Vino Con Brio
Romania,Prahova Valley Special Reserve,83,14.0,Dealu Mare,Cabernet Sauvignon,Cramele Halewood
US,Terre Vermeille Vineyard,88,17.0,California,Sauvignon Blanc,Stefan Daniels
New Zealand,Reserve Limited Edition,87,15.0,North Island,Bordeaux-style Red Blend,Huntaway Reserve
New Zealand,Brancott Estate,87,25.0,Marlborough,Sauvignon Blanc,Brancott
New Zealand,Old River,87,12.0,Marlborough,Riesling,Cairnbrae
US,Reserve Coastal,87,15.0,California,Chardonnay,Callaway
New Zealand,Esslin,87,99.0,Waiheke Island,Merlot,Goldwater
US,Vineyard Reserve,87,10.0,California,Cabernet Sauvignon,Bandiera
New Zealand,Longlands,87,16.0,Hawke's Bay,Bordeaux-style Red Blend,Te Awa Farm
New Zealand,Helmsman,87,40.0,Hawke's Bay,Cabernet Sauvignon,Sacred Hill
New Zealand,Fairhall Estate,87,22.0,Marlborough,Cabernet Sauvignon,Brancott
US,Wente Clone,94,35.0,California,Chardonnay,Byron
US,CuvÃ©e Diana,94,36.0,California,Chardonnay,Longoria
France,Bougros Grand Cru,94,75.0,Burgundy,Chardonnay,William FÃ¨vre
US,Truchard Vineyards,94,65.0,California,Merlot,Carter
US,Elevation 1147 Estate,94,135.0,California,Cabernet Sauvignon,David Arthur
US,Krupp Vineyard,94,50.0,California,Malbec,Krutz
US,Stagecoach Vineyard,94,35.0,California,Syrah,Krutz
France,Clos des Mouches Premier Cru,94,80.0,Burgundy,Chardonnay,Joseph Drouhin
France,PerriÃ¨res Premier Cru,94,106.0,Burgundy,Chardonnay,Bouchard PÃ¨re & Fils
US,InSpire,94,60.0,California,Cabernet Sauvignon,Boyanci
France,Les Clos Grand Cru,94,81.0,Burgundy,Chardonnay,Domaine Christian Moreau PÃ¨re et Fils
US,Page-Nord Vineyard,94,29.0,California,Syrah,Novy
France,VaudÃ©sir Grand Cru,93,81.0,Burgundy,Chardonnay,Domaine Christian Moreau PÃ¨re et Fils
France,Rugiens Premier Cru,93,90.0,Burgundy,Pinot Noir,Bouchard PÃ¨re & Fils
Italy,Camarcanda,93,164.0,Tuscany,Red Blend,Ca' Marcanda
US,Sleepy Hollow Vineyard,93,35.0,California,Chardonnay,Krutz
Italy,Marina Cvetic',93,60.0,Central Italy,Chardonnay,Masciarelli
US,Meritaggio,93,55.0,California,Red Blend,David Arthur
US,La Prenda Vineyard Dos Burros,93,30.0,California,Marsanne-Roussanne,Atmosphere
Italy,Rjgialla SelÃ¨nze,89,27.0,Northeastern Italy,Ribolla Gialla,La Tunella
Spain,Crianza,89,16.0,Northern Spain,Tinta de Toro,Muruve
Portugal,Escolha Branco,89,19.0,Bucelas,Arinto,Quinta do BoiÃ§Ã£o
US,The Dungeon,89,29.0,Washington,Syrah,Cuillin Hills
Germany,Piesporter GoldtrÃ¶pfchen Auslese,89,32.0,Mosel-Saar-Ruwer,Riesling,Joh. Haart
US,Bacigalupi Vineyard,89,36.0,California,Zinfandel,John Tyler
US,Reserve,89,22.0,Washington,Chardonnay,Waterbrook
US,Reserve,89,28.0,Washington,Sangiovese,Wineglass Cellars
Italy,PomÃ©des,89,44.0,Northeastern Italy,White Blend,Scubla
US,Les Collines,89,30.0,Washington,Syrah,Tertulia
US,Columbia Valley CuvÃ©e,89,35.0,Washington,Bordeaux-style Red Blend,JM Cellars
Italy,Ronc di Juri,89,30.0,Northeastern Italy,Sauvignon,Girolamo Dorigo
Hungary,AszÃº 4 Puttonyos,89,45.0,Tokaj,Tokaji,DisznÃ³kÃ¶
Portugal,Casa d'Aguilar Tinto,89,11.0,Beiras,Portuguese Red,Caves AlianÃ§a
Israel,Jonathan Tishbi Special Reserve Single Vineyard Sde Boker Kosher,89,55.0,Negev Hills,Bordeaux-style Red Blend,Tishbi Estate
Argentina,Select,89,11.0,Mendoza Province,Malbec,Trivento
US,Old Vines,89,18.0,California,Colombard,Y Rousseau
Australia,Estate Grown,88,41.0,Victoria,Pinot Noir,De Bortoli
France,La Touge,88,27.0,Languedoc-Roussillon,Syrah,ChÃ¢teau Maris
Austria,Ried Oberer Wald,90,43.0,Burgenland,BlaufrÃ¤nkisch,Ernst Triebaumer
Italy,Villa Arvedi,90,25.0,Veneto,"Corvina, Rondinella, Molinara",Bertani
Germany,Ãrzig WÃ¼rzgarten Kabinett,90,20.0,Mosel-Saar-Ruwer,Riesling,MÃ¶nchhof
US,Rosella's Vineyard,90,55.0,California,Pinot Noir,Morgan
US,TondrÃ© Grapefield,90,43.0,California,Pinot Noir,TondrÃ©
US,Mer Soleil Vineyard,90,25.0,California,RhÃ´ne-style White Blend,Treana
US,Rapley Trail Vineyard,90,45.0,California,Pinot Noir,Thomas Fogarty
Germany,Mainzer Domherr Eiswein,90,20.0,Rheinhessen,Riesling,Rudolf MÃ¼ller
France,Les Terrasses Chenin Sec,89,20.0,Loire Valley,Chenin Blanc,ChÃ¢teau de la Roulerie
US,Durell Vineyard,89,32.0,California,Chardonnay,De Loach
Austria,Umriss,89,20.0,Burgenland,BlaufrÃ¤nkisch,Feiler-Artinger
US,La  Petite Etoile Vineyard,89,20.0,California,FumÃ© Blanc,Chateau St. Jean
Austria,Tanzer Reserve,89,59.0,Kamptal,Zweigelt,Jurtschitsch
Austria,Kurzberg,89,30.0,Burgenland,Pinot Noir,Nittnaus Anita und Hans
US,Bluejay,89,32.0,California,Pinot Noir,Roessler
Austria,BlaufrÃ¤nkisch Reserve,89,35.0,Neusiedlersee-HÃ¼gelland,BlaufrÃ¤nkisch,Gunter Triebaumer
Austria,Ab Ericio,89,60.0,Mittelburgenland,Red Blend,Hans Igler
France,Le Petit Saint Louis,89,10.0,Loire Valley,Chenin Blanc,ChÃ¢teau de MontguÃ©ret
US,Hommage,89,75.0,California,Cabernet Sauvignon,Clos Pegase
Argentina,Organica,83,9.0,Mendoza Province,Chardonnay,Santa Julia
France,Blanc de Noirs,83,16.0,Alsace,Pinot Noir,Willm
France,Brut RosÃ©,83,8.0,France Other,Sparkling Blend,Louis Perdrier
Portugal,Red,83,9.0,Douro,Portuguese Red,Evel
Argentina,Saurus Patagonia,83,9.0,Other,Merlot,Familia Schroeder
US,Estate,83,18.0,California,Sangiovese,Amador Foothill Winery
US,Mountain Selection,83,13.0,California,Zinfandel,Scott Harvey
France,Chardonnay Brut Prestige,83,13.0,France Other,Sparkling Blend,Kriter
Australia,Bin Select 667,83,7.0,Australia Other,Shiraz,Kalbarri
US,Tete-a-Tete,83,13.0,California,RhÃ´ne-style Red Blend,Domaine de la Terre Rouge
Hungary,Falconers CuvÃ©e,83,9.0,NeszmÃ©ly,Red Blend,Craftsman
Romania,Prahova Valley Special Reserve,83,14.0,Dealu Mare,Feteasca Neagra,Cramele Halewood
Hungary,Egri Bikaver,83,11.0,Eger,Red Blend,Tibor Gal
Austria,CuvÃ©e Klimt Brut,83,19.0,Ãsterreichischer Sekt,White Blend,Schlumberger
US,La Primitiva,83,14.0,California,Zinfandel,Martin & Weyrich
Argentina,Grand,82,21.0,Mendoza Province,Merlot,JoffrÃ© e Hijas
US,Family Selection,87,12.0,California,Merlot,M. Trinchero
New Zealand,Smith Dartmoor Estate,87,18.0,Hawke's Bay,Merlot,Matua Valley
New Zealand,Cellar Selection,87,22.0,Marlborough,Sauvignon Blanc,Villa Maria
New Zealand,Winemaker's Selection,87,13.0,East Coast,Merlot,Corbans
New Zealand,Gimblett Road,87,35.0,Hawke's Bay,Syrah,Trinity Hill
US,Barrel Aged,87,10.0,California,Cabernet Sauvignon,ChÃ¢teau Julien
New Zealand,Fall Harvest,86,10.0,Marlborough,Sauvignon Blanc,House of Nobilo
New Zealand,Voyage Special Cuvee Brut,86,10.0,Canterbury,Champagne Blend,Giesen
New Zealand,Reserve,86,17.0,Marlborough,Merlot,Brancott
New Zealand,The Stones,86,13.0,Marlborough,Sauvignon Blanc,Cairnbrae
US,Clone 95,93,27.0,California,Chardonnay,Cambria
France,Clos des ChÃªnes Premier Cru,93,69.0,Burgundy,Pinot Noir,Bouchard PÃ¨re & Fils
US,Korte Ranch,93,37.0,California,Zinfandel,Elyse
US,Vieilles Vignes,93,42.0,California,Chardonnay,Signorello
France,GenevriÃ¨res Premier Cru,93,110.0,Burgundy,Chardonnay,Bouchard PÃ¨re & Fils
France,Valmur Grand Cru,93,81.0,Burgundy,Chardonnay,Domaine Christian Moreau PÃ¨re et Fils
Argentina,Adrianna Vineyard,93,120.0,Mendoza Province,Malbec,Bodega Catena Zapata
US,Jack's Masterpiece,93,70.0,California,Cabernet Sauvignon,Hall
France,EchÃ©zeaux du Dessous,93,259.0,Burgundy,Pinot Noir,Domaine Jayer-Gilles
France,Blanchot Grand Cru,93,70.0,Burgundy,Chardonnay,Simonnet-Febvre
US,Hawk Hill Vineyard,92,50.0,California,Chardonnay,De Loach
US,Old Vine,92,35.0,California,Zinfandel,Everett Ridge
US,Lot 146,92,22.0,California,Cabernet Sauvignon,Cameron Hughes
New Zealand,Hunting Hill,92,42.0,Kumeu,Chardonnay,Kumeu River
US,Reserve,92,22.0,California,Chardonnay,Santa Barbara Winery
Argentina,ViÃ±a Cristina y Bibiana Coletto Single Vineyard,92,50.0,Mendoza Province,Malbec,Trapiche
US,Hyde Vineyard,92,55.0,California,Chardonnay,Patz & Hall
US,Blair Vineyard,92,39.0,California,Cabernet Sauvignon-Cabernet Franc,S. P. Drummer
Spain,Crianza,88,22.0,Northern Spain,Tempranillo Blend,Conde de Siruela
US,Miss de Miner Red,88,28.0,Washington,Red Blend,Hard Row To Hoe
Spain,Finca Monasterio,88,55.0,Northern Spain,Tempranillo Blend,Baron De Ley
US,Reserve,88,36.0,Washington,Cabernet Franc,Basel Cellars
Italy,Picol,88,30.0,Northeastern Italy,Sauvignon,Lis Neris
Spain,ViÃ±edo NÂ° 5 RosÃ©,88,14.0,Northern Spain,Garnacha,SeÃ±orÃ­o de Sarria
Portugal,Pena de Pato,88,11.0,Vinho Verde,Portuguese White,Sogrape
Argentina,Old Vine,88,15.0,Mendoza Province,Malbec,Tierra Divina
Italy,Ronco di Masiero,88,32.0,Northeastern Italy,White Blend,Torre Rosazza
US,Fritschen Vineyard,88,54.0,California,Pinot Noir,Testarossa
US,Les Collines Vineyard,88,20.0,Washington,Zinfandel,Three Angels
Italy,Sot Lis Rivis,88,24.0,Northeastern Italy,Pinot Grigio,Ronco del Gelso
Luxembourg,Domaine et Tradition Machtum Hohfels,88,50.0,Moselle Luxembourgeoise,Pinot Gris,Mme Aly Duhr et Fils
US,WJ Meek Red Wine,88,13.0,Washington,Red Blend,Meek Family
Italy,Malpelo,88,27.0,Northeastern Italy,Pinot Grigio,Plozner
US,MÃ©lange Noir,88,15.0,Washington,Red Blend,Waterbrook
US,Rochioli-Allen Vineyards,88,70.0,California,Pinot Noir,Gary Farrell
US,Block Collection River Ranches,88,20.0,California,Sauvignon Blanc,Geyser Peak
US,Dutton Ranch Morelli Lane Vineyard,88,40.0,California,Zinfandel,Dutton-Goldfield
Portugal,Quinta da Rigodeira Baga,88,11.0,Bairrada,Baga,Caves AlianÃ§a
Portugal,Casa do Lago Grande Reserva,88,13.0,Estremadura,Cabernet Sauvignon,DFJ Vinhos
Portugal,Grand'Arte Arinto,88,13.0,Estremadura,Arinto,DFJ Vinhos
Austria,Reserve,89,40.0,Kremstal,Pinot Noir,Malat
Italy,La Bastia Ca' de' Rocchi,89,40.0,Veneto,"Corvina, Rondinella, Molinara",Tinazzi
Austria,CÃ©cile,89,62.0,Kamptal,Pinot Noir,BrÃ¼ndlmayer
Argentina,Saurus Patagonia Select,89,14.0,Other,Chardonnay,Familia Schroeder
Austria,Premium,89,37.0,Thermenregion,Pinot Noir,Christian Fischer
Austria,Reserve,89,35.0,Kremstal,St. Laurent,Malat
Germany,Rauenthal Nonnenberg Auslese Gold Cap,89,65.0,Rheingau,Riesling,Georg Breuer
Austria,Siglos,89,30.0,Burgenland,Pinot Noir,Gesellmann
US,Kruse Vineyard,89,40.0,California,Pinot Noir,Sonnet
Germany,Maria v. O. Kabinett,89,19.0,Mosel-Saar-Ruwer,Riesling,Von Othegraven
US,Eight Cousins Vineyard,89,24.0,California,Zinfandel,Pellegrini
US,Firepeak Vineyard,89,28.0,California,Pinot Noir,Carpe Diem
France,Carte d'Or,89,26.0,Loire Valley,Chenin Blanc,Domaine des Baumard
France,Turquoise,89,18.0,Loire Valley,Sparkling Blend,Domaine des Baumard
Argentina,TerruÃ±o Vistalba,89,20.0,Mendoza Province,Malbec,Enrique Foster
Italy,Villa Arvedi,89,25.0,Veneto,"Corvina, Rondinella, Molinara",Bertani
US,October Night Vineyard,89,25.0,California,Chardonnay,J. Lohr
Argentina,Oak Cask,89,11.0,Mendoza Province,Malbec,Trapiche
Germany,Wormser Liebfrauenstift KirchenstÃ¼ck Sekt Brut,82,25.0,Rheinhessen,Riesling,P.J. Valckenberg
Argentina,Saurus Patagonia,82,9.0,Other,Cabernet Sauvignon,Familia Schroeder
US,Bare Naked,82,15.0,Washington,Viognier,Desert Wind
Portugal,Red Wine,82,9.0,Alenquer,Portuguese Red,Quinta de Parrotes
Germany,Turm-Exquisit Brut Sekt Pinot Blanc de Noir,82,25.0,Pfalz,Pinot Noir,Am Turm
US,Vinolocity,82,28.0,California,Red Blend,Sheldon
Hungary,MandolÃ¡s,82,17.0,Tokaji,Furmint,Oremus
US,Desert Wind Vineyard,81,35.0,Washington,Syrah,Duck Pond
Macedonia,Venus,81,12.0,Tikves,Red Blend,Bovin
Germany,Blau-Gold Mild Schaumwein,81,13.0,Germany,Sparkling Blend,Selbach SÃ¶hne
Argentina,Primacia,81,7.0,Mendoza Province,Merlot,Cavas del Conde
Argentina,Saurus Patagonia Select,81,13.0,Other,Pinot Noir,Familia Schroeder
Georgia,Tsinandali,81,9.0,Georgia,White Blend,Telavi
New Zealand,Private Bin,86,15.0,East Coast,Chardonnay,Villa Maria
New Zealand,Basket Press,86,20.0,Hawke's Bay,Merlot-Cabernet Sauvignon,Sacred Hill
New Zealand,Private Bin,86,12.0,Marlborough & Hawkes Bay,Sauvignon Blanc,Villa Maria
US,Quinn Vineyard,86,18.0,California,Cabernet Sauvignon,Cloninger
New Zealand,Dry,86,15.0,Marlborough,Riesling,Jackson Estate
New Zealand,Late Harvest,86,13.0,Eastern Bays,Muscat,Matua Valley
US,Barrel Select,86,19.0,California,Pinot Noir,Fetzer
New Zealand,Reserve,86,24.0,Marlborough,Sauvignon Blanc,Wairau River
New Zealand,Premier,86,18.0,Canterbury,Pinot Noir,Sandihurst
US,Midoriya Hills Vineyard,92,55.0,California,Cabernet Sauvignon,Prime
US,Keefer Ranch,92,45.0,California,Pinot Noir,Failla
Italy,BatÃ r,92,82.0,Tuscany,White Blend,Agricola Querciabella
France,Taillepieds Premier Cru,92,69.0,Burgundy,Pinot Noir,Bouchard PÃ¨re & Fils
US,Hilltop Vineyard,92,35.0,California,Cabernet Sauvignon,J. Lohr
Italy,Marina Cvetic',92,60.0,Central Italy,Chardonnay,Masciarelli
US,Zio Tony Ranch,92,60.0,California,Chardonnay,Patz & Hall
US,Estate,92,80.0,California,Merlot,Picazo
US,Highland,92,26.0,California,Chardonnay,Morgan
US,Demark St. Vineyard Tribute,92,20.0,California,FumÃ© Blanc,Atmosphere
Argentina,Catena Alta,92,55.0,Mendoza Province,Malbec,Bodega Catena Zapata
US,Teldeschi Vineyards Home Ranch Old Vine,92,32.0,California,Zinfandel,Del Carlo Winery
France,Preuses Grand Cru,92,70.0,Burgundy,Chardonnay,Simonnet-Febvre
US,Proprietary Red Wine,92,110.0,California,Bordeaux-style Red Blend,Roy Estate
US,Milady,92,38.0,California,Chardonnay,Y Rousseau
US,Affinity,92,48.0,California,Cabernet Sauvignon,Robert Craig
US,Block 007 Estate Vineyard,92,25.0,California,Cabernet Sauvignon,Pedroncelli
France,Les Tessons,92,110.0,Burgundy,Chardonnay,Pierre Morey
France,Les Suchots Premier Cru,92,149.0,Burgundy,Pinot Noir,Bouchard PÃ¨re & Fils
Argentina,Grand Reserve,92,50.0,Mendoza Province,Malbec,Andeluna
US,Purisima Mountain Vineyard,92,48.0,California,Grenache,Beckmen
Argentina,Renacer R,92,55.0,Mendoza Province,Malbec,Bodega Renacer
France,Caillerets Premier Cru Ancienne CuvÃ©e Carnot,92,89.0,Burgundy,Pinot Noir,Bouchard PÃ¨re & Fils
Chile,VSC,92,30.0,Maipo Valley,Red Blend,Santa Carolina
US,Savoy Vineyard,88,55.0,California,Pinot Noir,Barnett
Spain,Dona Rosa,88,25.0,Galicia,AlbariÃ±o,Adega MartÃ­nez Serantes
US,Incredible Red,88,12.0,California,Zinfandel,Peachy Canyon
Portugal,Clemen Reserva,88,13.0,Vinho Verde,Portuguese White,Touquinheiras
Italy,Vigneti Sant'Helena,88,25.0,Northeastern Italy,Sauvignon,Vigneti Fantinel
Italy,Grafin de la Tour,88,60.0,Northeastern Italy,Chardonnay,Villa Russiz
Argentina,Barrica,88,14.0,Mendoza Province,Malbec,Notro
Germany,Scharzhofberger Kabinett,88,29.0,Mosel-Saar-Ruwer,Riesling,Reichsgraf von Kesselstatt
Italy,Cialla Bianco,88,44.0,Northeastern Italy,White Blend,Ronchi di Cialla
US,Vineyard Salute Bombshell Red,88,16.0,Washington,Red Blend,Airfield Estates
US,CuvÃ©e Lucia Ciel du Cheval,88,28.0,Washington,Sangiovese,Andrew Will
Portugal,TermeÃ£o,88,30.0,Bairrada,Portuguese Red,Campolargo
US,Weinbau Vineyard Reserve,88,38.0,Washington,Cabernet Franc,Cuillin Hills
Spain,Salneval,88,10.0,Galicia,AlbariÃ±o,Condes de Albarei
Austria,Salzberg,89,88.0,Burgenland,Red Blend,Gernot and Heike Heinrich
Austria,Zweigelt & More,89,36.0,Burgenland,Red Blend,Feiler-Artinger
Austria,Hochberg BlaufrÃ¤nkisch,89,22.0,Mittelburgenland,BlaufrÃ¤nkisch,Hans Igler
US,Winemaker's Reserve,89,30.0,California,Chardonnay,ChÃ¢teau Souverain
Argentina,Golden Reserve,89,20.0,Mendoza Province,Malbec,Trivento
Austria,Heideboden,89,24.0,Burgenland,Red Blend,Nittnaus Anita und Hans
Austria,Pannobile,89,36.0,Burgenland,Red Blend,Nittnaus Anita und Hans
Austria,Edelgrund,89,16.0,Burgenland,BlaufrÃ¤nkisch,Nittnaus Hans und Christine
US,Olivet Lane Vineyard,89,30.0,California,Pinot Noir,Pellegrini
Italy,CrosÃ ra de le StrÃ¬e Coati Bruno,88,41.0,Veneto,"Corvina, Rondinella, Molinara",Corte Rugolin
France,Les 4 Villages,88,31.0,Loire Valley,Chenin Blanc,Domaine Jo Pithon
US,Diamond Mountain Vineyard,88,85.0,California,Cabernet Sauvignon,Constant
US,Reserve,88,23.0,California,Chardonnay,Geyser Peak
US,Estate,88,23.0,California,Petite Sirah,Foppiano
Austria,Grande Reserve,88,60.0,Thermenregion,St. Laurent,Johanneshof Reinisch
US,Camelback Vineyard,88,25.0,California,Chardonnay,Bighorn
Argentina,Reserve,88,23.0,Mendoza Province,Malbec,Andeluna
Austria,Reserve,88,30.0,Donauland,Pinot Noir,Leth
Argentina,Mora Negra,88,38.0,Other,Red Blend,Las Moras
Italy,Birbet,88,14.0,Piedmont,Red Blend,Taliano
Italy,Tenuta Valleselle Aurum,88,45.0,Veneto,"Corvina, Rondinella, Molinara",Tinazzi
Argentina,Oak Cask,80,9.0,Mendoza Province,Pinot Noir,Trapiche
Argentina,Zagal,80,15.0,Mendoza Province,Malbec,Hacienda del Plata
US,Vibrante Red Blend,80,16.0,California,Red Blend,Vino Con Brio
US,Garys' Vineyard,94,48.0,California,Pinot Noir,Loring Wine Company
US,Trace Ridge,94,50.0,California,Cabernet Sauvignon,Kendall-Jackson
US,Abbott Claim,94,50.0,Oregon,Pinot Noir,Ken Wright
US,Seco Highlands Estate,94,35.0,California,Pinot Noir,Kendall-Jackson
Chile,Clos Apalta,94,65.0,Colchagua Valley,Red Blend,Lapostolle
Germany,Kanzem Altenberg Auslese,94,55.0,Mosel-Saar-Ruwer,Riesling,Von Othegraven
US,Collage,86,9.0,California,Cabernet Sauvignon-Shiraz,Kendall-Jackson
New Zealand,Patutahi Estate,86,25.0,Gisborne,GewÃ¼rztraminer,Brancott
New Zealand,Woolshed,86,17.0,Ohiti Valley,Merlot-Cabernet Sauvignon,Gunn Estate
New Zealand,Winemaker's Private Bin,86,18.0,Gisborne,Chardonnay,Corbans
Spain,Faustino VII,86,12.0,Northern Spain,Tempranillo,Bodegas Faustino
US,Private Reserve,86,20.0,California,Merlot,ChÃ¢teau Julien
New Zealand,Gimblett,86,35.0,Hawke's Bay,Merlot,Trinity Hill
New Zealand,Fall Harvest,86,10.0,Marlborough,Sauvignon Blanc,Nobilo
New Zealand,Winemaker's Selection,85,13.0,Marlborough,Sauvignon Blanc,Corbans
New Zealand,Whitecliff Vineyards,85,20.0,Hawke's Bay,Sauvignon Blanc,Sacred Hill
Italy,Winemaker's Collection,85,9.0,Central Italy,Montepulciano,Canaletto
New Zealand,Winemaker's Selection,85,13.0,East Coast,Chardonnay,Corbans
New Zealand,Private Bin,85,14.0,Marlborough,Riesling,Villa Maria
US,Valley View Vineyard Reserve,85,18.0,California,Sauvignon Blanc,Royal Oaks
France,Aux Malconsorts Premier Cru,92,145.0,Burgundy,Pinot Noir,Bouchard PÃ¨re & Fils
Argentina,SelecciÃ³n de Bodega,92,50.0,Mendoza Province,Malbec,DoÃ±a Paula
US,Morisoli Vineyard,92,65.0,California,Cabernet Sauvignon,Elyse
US,SLH Estate,92,27.0,California,Syrah,Hahn
US,O.F.S.,92,32.0,California,Chardonnay,De Loach
US,Mitsuko's Vineyard,92,24.0,California,Chardonnay,Clos Pegase
US,Neal 3 Vineyard,92,52.0,California,Cabernet Sauvignon,Sorcellerie
US,District 4,92,39.0,California,Cabernet Sauvignon,Prime
US,Dutton Ranch Cohen Vineyard,92,22.0,California,Sauvignon Blanc,Dutton Estate
Australia,The Lucky Lizard,91,35.0,South Australia,Chardonnay,D'Arenberg
US,October Night,91,25.0,California,Chardonnay,J. Lohr
France,Clos de la Mousse Premier Cru,91,58.0,Burgundy,Pinot Noir,Bouchard PÃ¨re & Fils
US,Three Coins Betsy's Vineyard,91,28.0,California,Syrah,Lawer
US,SLH Estate,91,25.0,California,Chardonnay,Hahn Estates
US,Estate Reserve,91,40.0,California,Pinot Noir,Artesa
Italy,LÃ¶wengang,91,45.0,Northeastern Italy,Chardonnay,Alois Lageder
Australia,M3,91,35.0,South Australia,Chardonnay,Shaw and Smith
France,BouchÃ¨res Premier Cru,91,130.0,Burgundy,Chardonnay,Morey-Blanc
Australia,Alexander Munro,88,39.0,New South Wales,Shiraz,Meerea Park
Portugal,Quinta do Alqueve FernÃ£o Pires,88,10.0,Ribatejo,FernÃ£o Pires,Pinhal da Torre
Portugal,Arca Nova,88,9.0,Vinho Verde,Portuguese White,Quinta das Arcas
US,Pierina,88,28.0,California,Vernaccia,Viansa
Italy,Incrocio Manzoni 6.0.13,88,21.0,Northeastern Italy,Manzoni,Masottina
Germany,Herrenberg SpÃ¤tlese,88,32.0,Mosel-Saar-Ruwer,Riesling,Maximin GrÃ¼nhÃ¤user
Italy,Gris,88,30.0,Northeastern Italy,Pinot Grigio,Lis Neris
Italy,Moscabianca,88,26.0,Northeastern Italy,Friulano,Plozner
US,Reserve,88,10.0,Washington,Chardonnay,Covey Run
US,Claret,88,25.0,Washington,Red Blend,Cuillin Hills
Portugal,Ensaios Branco,88,17.0,Beiras,Portuguese White,Filipa Pato
US,Somers Ranch,88,34.0,California,Zinfandel,Dry Creek Vineyard
US,The Ringneck La Encantada,88,49.0,California,Pinot Noir,Armanino Family Cellars
US,Allobroges,88,24.0,Washington,Red Blend,Gilbert Cellars
Argentina,Elsa,88,9.0,Mendoza Province,Malbec,Valentin Bianchi
Italy,Vigneti Sant'Helena,88,25.0,Northeastern Italy,Ribolla Gialla,Vigneti Fantinel
Argentina,Reserva,88,15.0,Mendoza Province,Malbec,Sur de los Andes
US,Firehouse Red,88,20.0,Washington,Red Blend,Tamarack Cellars
Italy,Villa Borghetti,88,29.0,Veneto,"Corvina, Rondinella, Molinara",Pasqua
Argentina,Don David Reserve,88,15.0,Other,Malbec,Michel Torino
Argentina,SelecciÃ³n de Bodega Single Vineyard,88,35.0,Mendoza Province,Malbec,DoÃ±a Paula
Austria,Langenloiser Dechant,88,40.0,Kamptal,Pinot Noir,BrÃ¼ndlmayer
Argentina,Reserva,88,23.0,Mendoza Province,Malbec,Enrique Foster
Argentina,Saurus Patagonia Select,88,14.0,Other,Merlot,Familia Schroeder
US,Todd Brothers Ranch Old Vines,88,28.0,California,Zinfandel,Dashe Cellars
US,Sonoma Reserve,88,17.0,California,Pinot Noir,Blackstone
Italy,San Giorgio,88,40.0,Veneto,"Corvina, Rondinella, Molinara",Carlo Boscaini
Argentina,Dos Fincas,88,10.0,Mendoza Province,Cabernet Sauvignon-Merlot,Carlos Basso
Argentina,Finca La Linda,88,11.0,Mendoza Province,Viognier,Luigi Bosca
Austria,Selection,88,24.0,Burgenland,Pinot Noir,Juris
US,Crimson Creek,88,27.0,California,Merlot,Pine Ridge
Argentina,Select,88,12.0,Mendoza Province,Malbec,Trivento
Italy,Brolo delle Giare,88,50.0,Veneto,"Corvina, Rondinella, Molinara",Tezza
US,V,88,40.0,California,Cabernet Sauvignon,VJB
Austria,Nit'ana,88,24.0,Burgenland,Red Blend,Nittnaus Hans und Christine
Italy,Estate Collection,88,34.0,Veneto,"Corvina, Rondinella, Molinara",Sartori
US,CuvÃ©e 107,88,14.0,California,Red Blend,Pellegrini
