country,wine_type,price_dollars,ratings_points
Spain,Garnacha,20,85
US,Merlot,30,85
Spain,Sparkling Blend,15,85
Spain,Red Blend,18,85
US,Riesling,14,85
US,Nero d'Avola,36,85
US,BlaufrÃ¤nkisch,13,85
US,Riesling,14,85
US,Sauvignon Blanc,18,85
US,Riesling,24,85
US,Sauvignon Blanc,23,85
Spain,Tempranillo,29,85
US,Chardonnay,45,85
US,Cabernet Sauvignon,28,85
US,RosÃ©,22,85
Italy,Prugnolo Gentile,65,92
Italy,Sangiovese,85,92
Italy,Sangiovese Grosso,50,92
US,Syrah,55,92
US,Pinot Noir,45,92
US,Chardonnay,38,92
US,Zinfandel,32,92
US,Bordeaux-style Red Blend,100,92
US,Pinot Noir,50,92
US,Cabernet Sauvignon,195,92
US,White Blend,25,92
Italy,Red Blend,23,86
Portugal,Portuguese Red,11,86
Portugal,FernÃ£o Pires,11,86
US,RhÃ´ne-style Red Blend,25,86
Israel,Sauvignon Blanc,15,86
Italy,Red Blend,13,86
US,Cabernet Sauvignon,32,86
US,Syrah,18,86
Greece,RosÃ©,22,86
US,RhÃ´ne-style White Blend,29,86
US,Syrah,44,86
US,Chardonnay,19,86
France,Chardonnay,18,86
US,Pinot Noir,17,85
Italy,Corvina- Rondinella- Molinara,11,85
Chile,Cabernet Sauvignon,18,85
Chile,Syrah,12,85
US,Chardonnay,18,85
France,Champagne Blend,35,85
US,Riesling,12,85
France,Pinot Noir,75,85
US,RhÃ´ne-style White Blend,20,85
US,Chardonnay,11,85
US,Chardonnay,20,85
US,Meritage,60,85
Germany,Riesling,25,85
France,White Blend,12,85
France,Champagne Blend,40,85
US,Riesling,16,85
Italy,Corvina- Rondinella- Molinara,20,85
Chile,Chardonnay,17,85
US,Chardonnay,23,85
US,Zinfandel,24,85
Chile,Cabernet Sauvignon,13,85
Chile,Syrah,12,85
US,Petite Sirah,35,90
Chile,Sauvignon Blanc,16,90
Chile,Syrah-Cabernet Sauvignon,40,90
US,Red Blend,25,90
Austria,GrÃ¼ner Veltliner,24,90
Portugal,Portuguese White,18,90
Portugal,Portuguese Red,10,90
US,Pinot Noir,99,90
US,Pinot Noir,45,90
US,Chardonnay,20,90
Germany,Riesling,41,90
Germany,Riesling,15,90
Germany,Riesling,32,90
US,Muscat,16,90
Austria,GrÃ¼ner Veltliner,21,90
US,Zinfandel,32,90
US,Pinot Noir,75,90
Austria,GrÃ¼ner Veltliner,16,90
Austria,Riesling,10,90
Chile,Syrah,33,90
US,Cabernet Franc,40,90
Austria,GrÃ¼ner Veltliner,23,90
US,Pinot Noir,55,90
US,Cabernet Sauvignon,90,93
US,Pinot Noir,115,93
Italy,Corvina,95,93
US,Chardonnay,75,93
France,Riesling,24,93
US,Red Blend,40,87
US,G-S-M,32,87
US,Cabernet Sauvignon,90,87
US,Cabernet Sauvignon,42,87
Italy,Sangiovese,17,87
Italy,Verdicchio,17,87
Italy,Red Blend,19,87
Chile,Cabernet Sauvignon-CarmenÃ¨re,13,87
US,Chardonnay,35,87
US,Sauvignon Blanc,18,87
US,Cabernet Franc,52,87
Italy,Sangiovese,18,87
Italy,Syrah,15,87
US,Petite Sirah,30,87
US,Merlot,25,87
US,Syrah,32,87
France,RosÃ©,15,87
US,Pinot Gris,18,87
US,Pinot Noir,45,87
US,Pinot Noir,60,87
Italy,Malvasia,20,87
US,Chardonnay,30,87
Portugal,Portuguese White,10,90
Portugal,Portuguese Red,27,90
Austria,GrÃ¼ner Veltliner,25,90
Chile,Malbec,90,90
Austria,GrÃ¼ner Veltliner,14,90
Portugal,Portuguese Red,15,90
Austria,Riesling,22,90
Italy,White Blend,80,90
Chile,Red Blend,35,90
US,Zinfandel,64,90
US,GewÃ¼rztraminer,20,90
Germany,Riesling,26,90
US,RosÃ©,16,89
US,Pinot Noir,62,89
US,Pinot Noir,28,89
US,Sauvignon Blanc,20,89
Portugal,Portuguese Red,45,89
US,Pinot Noir,28,89
France,RosÃ©,32,89
Portugal,Portuguese Red,26,89
France,RosÃ©,10,89
Italy,Garganega,29,89
Italy,Garganega,44,89
Portugal,Portuguese Red,25,89
Argentina,Cabernet Sauvignon,12,89
Argentina,Malbec,49,88
Portugal,Portuguese Red,8,88
Portugal,Portuguese Red,11,88
Italy,Garganega,17,88
Italy,Glera,19,88
Portugal,Portuguese Red,10,88
Portugal,Bordeaux-style Red Blend,35,88
US,Pinot Noir,34,88
Italy,Garganega,30,88
US,Grenache-Syrah,25,88
France,Bordeaux-style Red Blend,50,89
US,Petite Sirah,34,89
US,Syrah,35,89
Australia,Cabernet Sauvignon,20,89
US,Riesling,8,89
Spain,Tempranillo Blend,25,89
US,Syrah,40,89
US,Zinfandel,22,89
Chile,Cabernet Sauvignon-Merlot,17,89
Spain,Red Blend,95,89
Italy,Red Blend,45,89
US,Sparkling Blend,24,89
Italy,Red Blend,20,89
Italy,Red Blend,35,89
Portugal,Cerceal,50,89
US,Malbec,29,89
France,Bordeaux-style Red Blend,19,88
US,Chardonnay,23,85
US,Moscato,11,85
Italy,RosÃ©,17,85
Spain,Grenache,13,85
US,Red Blend,16,85
US,Pinot Noir,30,85
Spain,RosÃ©,6,85
US,Riesling,12,85
US,Riesling,12,85
Australia,RhÃ´ne-style Red Blend,22,85
US,Port,52,85
Spain,Tempranillo Blend,15,85
US,Red Blend,18,85
US,Pinot Noir,15,84
US,Meritage,18,84
US,Pinot Grigio,10,84
Italy,Sangiovese,55,92
US,RhÃ´ne-style Red Blend,36,92
Portugal,Portuguese Red,28,92
Italy,Sangiovese Grosso,50,92
Portugal,Port,80,91
Portugal,Portuguese Red,20,91
Italy,Sangiovese Grosso,70,91
Italy,Sangiovese,50,91
Italy,Sangiovese,27,91
Italy,Sangiovese,22,91
Italy,Sangiovese,50,91
Italy,Sangiovese,23,91
Italy,Sangiovese Grosso,60,91
Spain,Tempranillo,46,91
Chile,Sauvignon Blanc,19,91
US,Cabernet Sauvignon,85,93
US,Sparkling Blend,50,93
US,RhÃ´ne-style Red Blend,38,93
Italy,Red Blend,91,93
France,Pinot Noir,160,93
US,Chardonnay,44,93
US,Syrah,70,93
US,Pinot Noir,68,93
US,Zinfandel,40,93
US,Zinfandel,33,93
France,GewÃ¼rztraminer,40,93
France,Riesling,36,93
France,Riesling,55,93
France,Pinot Gris,60,93
France,GewÃ¼rztraminer,55,93
US,Sparkling Blend,40,93
US,Pinot Noir,82,93
US,Chardonnay,45,93
US,Zinfandel,35,86
Romania,Pinot Noir,7,86
Italy,Red Blend,15,86
US,Riesling,14,86
US,Pinot Noir,38,86
US,RhÃ´ne-style Red Blend,19,86
US,Pinot Grigio,14,86
US,Riesling,8,86
US,Sauvignon Blanc,18,86
US,Zinfandel,8,86
Italy,Sangiovese,15,86
US,RhÃ´ne-style White Blend,20,86
Romania,Moscato,7,86
Germany,Riesling,16,90
Germany,Riesling,20,90
Germany,Riesling,16,90
Germany,Riesling,15,90
Germany,Riesling,27,90
Germany,Riesling,31,90
Germany,Riesling,38,90
US,Pinot Noir,58,90
Austria,Sauvignon Blanc,31,90
Austria,Riesling,28,90
Portugal,Aragonez,15,90
US,G-S-M,30,90
France,Cabernet Franc,20,90
Austria,Austrian white blend,20,90
Italy,White Blend,24,90
Austria,GrÃ¼ner Veltliner,25,90
US,Syrah,22,90
Austria,GrÃ¼ner Veltliner,22,90
Austria,RosÃ©,22,90
Portugal,Portuguese Red,35,90
US,White Blend,19,90
Austria,Riesling,29,90
Austria,Riesling,23,90
US,Syrah,25,88
Portugal,Portuguese White,9,88
France,RosÃ©,14,88
US,Cabernet Franc,26,88
Argentina,White Blend,15,88
US,Pinot Noir,37,88
Portugal,Portuguese White,20,88
Portugal,Portuguese Red,8,88
Italy,Glera,24,88
France,RosÃ©,12,88
Italy,Glera,24,88
Argentina,Malbec,14,88
Italy,Garganega,13,88
US,Pinot Gris,20,88
Argentina,Malbec-Cabernet Sauvignon,40,88
Argentina,SÃ©millon,15,88
Portugal,Portuguese Red,16,88
Chile,Cabernet Blend,50,88
Italy,Red Blend,30,88
US,Grenache Blanc,23,88
US,Chardonnay,18,88
Chile,Red Blend,23,88
US,Zinfandel,22,88
US,RosÃ©,14,88
US,Chardonnay,24,88
US,Syrah,8,88
US,Chardonnay,16,88
Italy,Red Blend,39,88
US,Chardonnay,17,88
France,Bordeaux-style Red Blend,35,88
US,Riesling,13,84
US,Zinfandel,24,84
Spain,Tempranillo,45,84
Spain,Tempranillo Blend,20,84
US,Chardonnay,20,84
US,Zinfandel,30,84
US,Syrah,25,84
US,Pinot Grigio,8,84
US,Chardonnay,36,84
US,Meritage,11,84
US,GewÃ¼rztraminer,15,84
US,Viognier,22,84
Spain,Garnacha,20,84
US,Zinfandel,25,84
US,Merlot,14,84
US,Sauvignon Blanc,8,84
US,Zinfandel,20,84
Spain,RosÃ©,9,84
Spain,Red Blend,8,84
US,Pinot Noir,58,93
US,Pinot Noir,55,93
US,Cabernet Sauvignon,60,93
US,Pinot Noir,85,93
US,Pinot Noir,65,93
Italy,Red Blend,135,93
France,Pinot Noir,135,93
France,Pinot Noir,160,93
US,Pinot Noir,36,92
Italy,Red Blend,79,92
US,Cabernet Sauvignon,135,92
France,Riesling,45,92
US,Zinfandel,20,92
France,Provence red blend,28,92
US,Cabernet Sauvignon,45,92
US,Petite Sirah,32,92
US,Pinot Noir,60,92
US,Pinot Noir,82,92
US,Cabernet Sauvignon,150,92
US,Cabernet Sauvignon,28,92
Chile,Red Blend,26,92
US,Pinot Noir,34,92
US,RhÃ´ne-style Red Blend,41,92
Portugal,Portuguese Red,24,91
Italy,Sangiovese Grosso,80,91
Italy,Sangiovese Grosso,90,91
US,Merlot,39,91
Italy,Sangiovese,30,91
US,Pinot Noir,60,91
US,Syrah,45,91
US,RosÃ©,25,91
Chile,Syrah,19,91
Portugal,Port,80,91
Italy,Sangiovese Grosso,35,91
Italy,Sangiovese,50,91
France,Pinot Blanc,35,88
France,White Blend,36,88
South Africa,Cabernet Sauvignon,23,88
Spain,Tempranillo,12,88
Australia,Red Blend,20,88
Australia,Cabernet Sauvignon,19,88
Italy,Chardonnay,20,88
Australia,Red Blend,15,88
South Africa,Bordeaux-style Red Blend,22,88
South Africa,Bordeaux-style Red Blend,35,88
US,Pinot Noir,45,88
US,Zinfandel,44,88
US,Cabernet Sauvignon,41,87
US,Red Blend,24,87
France,Alsace white blend,40,87
US,MÃ¼ller-Thurgau,14,87
US,Cabernet Sauvignon,50,87
France,Riesling,32,87
Italy,Glera,15,87
US,Pinot Noir,42,90
South Africa,Shiraz,82,90
US,Sparkling Blend,20,90
US,Cabernet Sauvignon,32,90
Austria,Riesling,27,90
US,Barbera,40,90
South Africa,Red Blend,37,90
US,Chenin Blanc,20,90
US,Syrah,42,90
US,Syrah,28,90
US,Sparkling Blend,22,90
US,Sauvignon Blanc,19,90
Austria,GrÃ¼ner Veltliner,30,90
South Africa,Syrah,38,90
US,Sparkling Blend,36,90
Italy,Rosato,15,86
US,Chardonnay,10,86
Israel,Pinot Noir,29,86
Greece,Xinomavro,25,86
US,Cabernet Sauvignon,14,86
Israel,Argaman,38,86
New Zealand,Pinot Noir,20,86
US,GewÃ¼rztraminer,15,86
Italy,Sangiovese,14,86
Portugal,Port,20,86
Italy,Alicante,15,86
US,Bordeaux-style Red Blend,36,86
US,RosÃ©,15,90
Italy,Friulano,29,90
Portugal,Portuguese White,13,90
US,Moscato,14,90
Germany,Riesling,15,90
Germany,Riesling,31,90
Portugal,Portuguese Red,9,90
Austria,GrÃ¼ner Veltliner,19,90
US,Cabernet Franc,48,90
US,Pinot Noir,42,90
US,Red Blend,25,90
Portugal,AntÃ£o Vaz,30,90
US,Malbec,45,90
Chile,Syrah,35,90
Chile,Sauvignon Blanc,18,90
US,Syrah,25,90
Austria,GrÃ¼ner Veltliner,16,90
Austria,GrÃ¼ner Veltliner,19,90
US,Muscat Blanc,20,90
Italy,White Blend,30,90
Austria,Sauvignon Blanc,15,90
US,Chardonnay,26,90
Portugal,Portuguese Red,20,88
US,Chardonnay,18,88
Argentina,TorrontÃ©s,9,88
Portugal,Arinto,20,88
Italy,Garganega,18,88
Italy,Garganega,24,88
France,RosÃ©,12,88
US,Cabernet Sauvignon,40,88
US,Pinot Noir,70,88
Italy,Garganega,15,88
France,RhÃ´ne-style Red Blend,14,88
France,Syrah,63,88
Portugal,FernÃ£o Pires,13,88
Portugal,Portuguese Red,16,88
Argentina,TorrontÃ©s,15,88
Argentina,Red Blend,12,88
US,Zinfandel,28,88
Argentina,Red Blend,24,88
France,RosÃ©,19,88
France,RosÃ©,15,88
France,RosÃ©,20,88
Portugal,Touriga Nacional,25,88
Portugal,Portuguese Red,15,88
Italy,Sangiovese,35,88
Spain,Tempranillo,12,88
US,Red Blend,22,88
Australia,Shiraz,22,88
US,Malbec,23,88
Australia,RosÃ©,15,88
Spain,Tinta de Toro,18,88
US,Cabernet Franc,28,88
Australia,Shiraz,25,88
Portugal,Portuguese White,27,88
Chile,Red Blend,37,88
US,Syrah,32,88
France,Bordeaux-style White Blend,24,88
US,Riesling,15,88
Spain,Tempranillo,20,88
Spain,White Blend,26,88
Italy,Cabernet Sauvignon,44,88
US,Cabernet Sauvignon,49,88
US,Syrah,33,88
US,Zinfandel,24,88
US,Sparkling Blend,25,88
US,Cabernet Sauvignon,33,88
US,Cabernet Sauvignon,14,84
US,Pinot Grigio,11,84
Spain,Tempranillo,18,84
US,Riesling,28,84
US,Riesling,20,84
Spain,Tempranillo,15,84
US,Chardonnay,49,84
Australia,Sparkling Blend,13,84
Spain,Tempranillo,10,84
US,RosÃ©,17,84
France,RosÃ©,15,84
Spain,Tempranillo,15,84
US,Petite Sirah,24,84
US,Sangiovese,20,84
US,Petite Sirah,24,84
US,Riesling,15,84
US,Meritage,65,92
France,Riesling,28,92
US,Pinot Noir,28,92
US,Cabernet Sauvignon,85,92
US,Pinot Noir,28,92
France,Riesling,32,92
France,GewÃ¼rztraminer,24,92
US,Merlot,25,92
US,Pinot Noir,25,92
US,Pinot Noir,42,92
US,Pinot Noir,50,92
France,Pinot Noir,160,92
Chile,Red Blend,36,92
Hungary,Furmint,40,92
Romania,Sauvignon Blanc,28,92
France,Riesling,40,92
US,Chardonnay,25,92
US,Chardonnay,25,92
France,Pinot Noir,90,92
US,Pinot Noir,48,92
Italy,Red Blend,64,92
US,Pinot Noir,50,92
US,Sparkling Blend,24,92
US,Cabernet Franc,32,92
US,Syrah,100,92
US,Cabernet Sauvignon,25,91
US,Sauvignon Blanc,29,91
Italy,Sangiovese Grosso,55,91
US,Red Blend,42,91
Portugal,Portuguese Red,20,91
Italy,Sangiovese,45,91
Italy,Sangiovese,38,91
US,Chenin Blanc,25,91
Portugal,Port,65,91
US,Bordeaux-style Red Blend,42,91
Italy,Sangiovese,60,91
US,Black Muscat,25,91
Italy,Sangiovese Grosso,60,91
Portugal,Portuguese Red,10,91
Portugal,Port,61,91
Portugal,Port,60,91
US,Syrah,26,90
South Africa,Red Blend,39,90
Italy,Red Blend,24,90
US,Chardonnay,36,90
US,Sparkling Blend,20,90
Australia,Riesling,15,90
US,Pinot Noir,42,90
US,Zinfandel,34,90
Austria,GrÃ¼ner Veltliner,35,90
US,Cabernet Sauvignon,55,90
Austria,Roter Veltliner,28,90
US,Syrah,45,90
US,Pinot Noir,35,90
US,Syrah-Tempranillo,45,90
US,Zinfandel,37,90
US,Chardonnay,40,86
New Zealand,Pinot Noir,20,86
US,Cabernet Sauvignon,11,86
US,Red Blend,28,86
Italy,Red Blend,18,86
US,Syrah,28,86
Bulgaria,Pinot Noir,9,86
US,Bordeaux-style Red Blend,55,85
France,Chardonnay,15,85
France,Chardonnay,17,85
France,Chardonnay,18,85
US,Syrah,20,85
US,Riesling,11,85
France,Pinot Noir,28,85
Hungary,BlaufrÃ¤nkisch,12,85
US,Chardonnay,14,85
US,Zinfandel,40,85
Italy,Sangiovese,17,85
US,Chardonnay,35,85
US,Syrah,22,85
New Zealand,Pinot Noir,15,85
Italy,Glera,17,87
Italy,Glera,27,87
Italy,Glera,18,87
US,Red Blend,12,87
Australia,Red Blend,18,87
South Africa,Red Blend,35,87
US,Cabernet Sauvignon,40,87
Italy,Glera,20,87
France,Pinot Blanc,30,87
Italy,Glera,12,87
Italy,Glera,15,87
US,Pinot Noir,30,87
US,Chardonnay,13,87
Italy,Glera,19,87
Spain,Sparkling Blend,18,87
Spain,Tempranillo,19,87
Spain,Tinta Fina,29,87
US,Pinot Noir,22,87
France,Bordeaux-style Red Blend,20,87
Spain,Tempranillo,40,87
France,Pinot Gris,28,87
US,Pinot Noir,16,88
France,RosÃ©,14,88
France,RosÃ©,34,88
US,Red Blend,25,88
Argentina,Bordeaux-style Red Blend,50,88
Portugal,Touriga Nacional,70,88
US,Pinot Noir,55,88
Portugal,Syrah,27,88
France,RosÃ©,17,88
Portugal,Portuguese Red,15,88
France,RosÃ©,65,88
Argentina,Cabernet Sauvignon,10,88
Portugal,Portuguese White,18,88
Portugal,Portuguese White,20,88
South Africa,Bordeaux-style Red Blend,19,87
Portugal,Portuguese Red,15,87
France,RosÃ©,14,87
South Africa,White Blend,15,87
US,Pinot Noir,21,90
US,Pinot Noir,20,90
Germany,Riesling,70,90
Austria,GrÃ¼ner Veltliner,28,90
Austria,Riesling,25,90
Austria,Chardonnay,21,90
US,Cabernet Franc,30,90
Austria,GrÃ¼ner Veltliner,20,90
Austria,GrÃ¼ner Veltliner,18,90
Italy,Kerner,19,90
Austria,Riesling,19,89
Austria,GrÃ¼ner Veltliner,22,89
Austria,Riesling,28,89
Austria,Austrian white blend,21,89
US,Pinot Noir,65,89
US,Cabernet Sauvignon,27,89
Austria,GrÃ¼ner Veltliner,16,89
US,Syrah,42,89
Italy,Red Blend,54,92
US,Bordeaux-style Red Blend,75,92
US,Pinot Noir,38,92
US,Pinot Noir,42,92
US,Sauvignon Blanc,32,92
France,Provence red blend,25,92
France,Provence white blend,45,92
US,Chardonnay,39,92
France,Riesling,35,92
France,Pinot Gris,57,92
US,Sparkling Blend,22,92
US,Sauvignon Blanc,30,92
US,Sparkling Blend,42,92
US,Cabernet Sauvignon,45,92
US,Syrah,28,92
US,Pinot Noir,35,92
Italy,Red Blend,150,92
US,Pinot Noir,30,92
Italy,Red Blend,99,92
US,Riesling,13,84
Spain,Garnacha,8,84
Spain,Tinta de Toro,35,84
US,Red Blend,40,84
US,Riesling,15,84
US,Riesling,13,83
US,White Blend,22,83
US,Sauvignon Blanc,18,83
US,Cabernet Franc,22,83
Spain,Tempranillo,9,83
US,White Blend,22,83
US,Sangiovese,24,83
US,RhÃ´ne-style Red Blend,22,83
US,Pinot Noir,30,83
US,Petite Sirah,30,83
Uruguay,Tannat,10,83
Spain,Tinta de Toro,14,83
US,Port,65,83
US,Chardonnay,10,83
Chile,White Blend,12,88
US,Riesling,15,88
US,Pinot Noir,49,88
Italy,Sangiovese,40,88
Italy,Red Blend,20,88
Portugal,Portuguese White,24,88
Italy,Red Blend,20,88
Chile,Chardonnay,18,88
Chile,Red Blend,20,88
France,Merlot,25,88
Italy,Red Blend,50,88
Italy,Alicante,30,88
Chile,Red Blend,15,88
US,Zinfandel,40,88
Italy,Red Blend,42,88
France,G-S-M,20,88
US,Chardonnay,38,88
US,Pinot Noir,38,88
US,G-S-M,32,91
Italy,Sangiovese,169,91
US,Cabernet Sauvignon,34,91
US,Chardonnay,25,91
Portugal,Touriga Franca,18,91
Italy,Sangiovese Grosso,80,91
Italy,Sangiovese Grosso,55,91
Spain,Tempranillo,54,91
US,Chardonnay,45,91
US,Bordeaux-style Red Blend,25,91
Italy,Sangiovese Grosso,80,91
Portugal,Port,60,91
France,Bordeaux-style Red Blend,120,91
US,RhÃ´ne-style Red Blend,28,85
Israel,Shiraz,24,85
Italy,White Blend,12,85
Bulgaria,RosÃ©,9,85
France,Chardonnay,25,85
US,Bordeaux-style Red Blend,24,85
US,Pinot Noir,40,85
Italy,White Blend,10,85
Portugal,Portuguese Red,10,85
US,Tempranillo,30,85
Romania,Sauvignon Blanc,7,85
US,Pinot Noir,23,85
Italy,Sangiovese,10,85
US,Chardonnay,35,85
Portugal,Portuguese White,10,85
France,Chardonnay,20,85
US,Cabernet Sauvignon,10,85
US,Chardonnay,25,85
France,Chardonnay,13,85
US,Pinot Noir,25,87
US,Chardonnay,40,87
Australia,Syrah-Cabernet,29,87
Germany,Silvaner,61,87
Italy,Pinot Nero,17,87
Spain,Tempranillo,23,87
US,Chenin Blanc,15,87
US,Zinfandel,24,87
US,Red Blend,38,87
France,Bordeaux-style Red Blend,24,87
Italy,Glera,18,87
Italy,Glera,12,87
Italy,Glera,24,87
Spain,Tempranillo,25,87
US,Zinfandel,14,87
Italy,Glera,19,87
New Zealand,Pinot Noir,20,87
Germany,Riesling,19,87
Spain,Tempranillo,20,87
US,Zinfandel,25,90
US,Cabernet Sauvignon,75,90
US,Chardonnay,34,90
US,Cabernet Franc,30,90
South Africa,Red Blend,30,90
Austria,GrÃ¼ner Veltliner,48,90
US,Syrah,27,90
South Africa,Cabernet Sauvignon,38,90
US,Cabernet Sauvignon,40,90
South Africa,Red Blend,20,90
Austria,Riesling,32,90
US,Cabernet Sauvignon,52,90
Argentina,Bordeaux-style Red Blend,48,90
Chile,Cabernet Sauvignon,14,90
Argentina,Malbec,15,90
US,Red Blend,35,89
US,Cabernet Sauvignon,65,89
US,Pinot Noir,25,89
US,Petit Verdot,30,89
Italy,Sauvignon,20,89
Chile,Red Blend,30,89
Austria,Weissburgunder,24,89
Austria,Sauvignon Blanc,25,89
Austria,Riesling,19,89
Austria,GrÃ¼ner Veltliner,14,89
Austria,Morillon,24,89
Austria,GrÃ¼ner Veltliner,17,89
Portugal,Portuguese White,18,89
Germany,Riesling,22,89
Germany,Riesling,22,89
Chile,Red Blend,35,89
Germany,Riesling,15,89
Chile,Red Blend,25,89
Chile,Cabernet Sauvignon,35,89
Germany,Riesling,25,89
Chile,Malbec,25,89
France,RosÃ©,20,89
Argentina,Cabernet Sauvignon,16,87
Italy,Glera,18,87
Italy,Garganega,15,87
US,Primitivo,35,87
Portugal,Portuguese Red,20,87
US,White Blend,18,87
Italy,Garganega,12,87
Italy,Garganega,15,87
Argentina,Malbec,25,87
Italy,Glera,20,87
US,Pinot Noir,34,87
Italy,Garganega,14,87
US,Semillon-Sauvignon Blanc,32,87
Argentina,Cabernet Sauvignon,15,87
US,Cabernet Sauvignon,65,87
US,RhÃ´ne-style Red Blend,18,87
Italy,Glera,16,87
Argentina,Chardonnay,19,87
Portugal,Portuguese White,14,87
Portugal,Portuguese Red,15,87
Italy,Red Blend,60,92
US,Zinfandel,40,92
US,Sauvignon Blanc,42,92
US,Sparkling Blend,20,92
US,Sauvignon Blanc,35,92
US,Chardonnay,50,92
US,Sauvignon Blanc,25,92
US,Chardonnay,25,92
Italy,Red Blend,107,92
France,Pinot Noir,99,92
France,Pinot Noir,120,92
US,Pinot Noir,50,92
France,Pinot Noir,100,92
US,Zinfandel,40,92
Chile,Cabernet Sauvignon,20,92
Italy,Teroldego,72,92
France,Riesling,30,92
France,Pinot Gris,55,92
France,Riesling,30,92
US,Pinot Noir,52,92
US,Cabernet Franc,30,92
US,Sauvignon Blanc,30,92
France,Riesling,25,92
US,Grenache,28,92
US,Pinot Noir,36,92
Italy,Syrah,22,88
US,Syrah,32,88
Chile,Syrah,17,88
Spain,Sparkling Blend,22,88
US,Zinfandel,28,88
France,RhÃ´ne-style Red Blend,13,88
US,Pinot Noir,25,88
US,Petite Sirah,35,88
France,RhÃ´ne-style Red Blend,19,88
France,RhÃ´ne-style Red Blend,14,88
Portugal,SÃ©millon,30,88
US,RhÃ´ne-style Red Blend,30,88
US,Malbec,38,88
Portugal,Portuguese White,15,88
Australia,Chardonnay,10,88
Italy,Sangiovese,30,88
US,Viognier,18,83
US,White Blend,10,83
US,Chardonnay,24,83
US,Zinfandel,24,83
US,Merlot,10,83
US,Chardonnay,23,83
US,Viognier,8,83
US,Zinfandel,20,83
US,Riesling,12,83
US,Chardonnay,24,83
US,Red Blend,33,83
US,Cabernet Sauvignon,55,83
US,Zinfandel,22,83
US,Zinfandel,22,83
US,Petite Sirah,10,83
US,Pinot Noir,15,83
US,Chardonnay,30,83
US,Riesling,16,83
Spain,Garnacha,10,83
US,Chardonnay,24,91
Italy,Sangiovese Grosso,45,91
New Zealand,Pinot Noir,75,91
New Zealand,Riesling,48,90
US,Petite Sirah,35,90
Portugal,Portuguese White,45,90
US,Chardonnay,21,90
US,Grenache,22,90
Italy,Sangiovese Grosso,46,90
Italy,Sangiovese,40,90
Italy,Prugnolo Gentile,48,90
US,Cabernet Sauvignon,38,90
New Zealand,Chardonnay,48,90
Chile,Red Blend,28,90
US,RhÃ´ne-style Red Blend,18,90
US,Pinot Noir,42,85
Portugal,Portuguese White,11,85
US,Pinot Noir,19,85
US,Pinot Noir,38,85
New Zealand,Pinot Noir,26,85
US,Merlot,11,85
US,Zinfandel,35,85
US,Red Blend,16,85
US,Syrah,35,85
Bulgaria,Sauvignon Blanc,9,85
US,Pinot Noir,50,85
Italy,Pinot Grigio,9,85
Argentina,Malbec-Cabernet Sauvignon,17,90
US,Red Blend,15,90
US,Red Blend,29,90
US,Zinfandel,33,90
US,Chardonnay,36,90
US,Syrah,40,90
US,Dolcetto,21,90
Italy,Chardonnay,61,89
Chile,Sauvignon Blanc,16,89
Australia,Riesling,12,89
Spain,Tempranillo,24,87
Spain,Tempranillo Blend,40,87
Italy,Glera,20,87
Germany,Riesling,18,87
Germany,Riesling,26,87
US,Pinot Noir,30,87
Italy,Glera,15,87
France,Riesling,33,87
US,Pinot Noir,45,87
Spain,Red Blend,10,87
France,Bordeaux-style Red Blend,22,87
Uruguay,Tannat,30,87
Spain,Tempranillo,50,87
France,Bordeaux-style Red Blend,13,87
US,Chardonnay,30,87
New Zealand,Pinot Noir,24,87
US,Zinfandel,29,87
Italy,Glera,24,87
France,Pinot Blanc,22,87
US,Chardonnay,30,87
France,Pinot Gris,55,87
France,RosÃ©,19,87
Italy,Garganega,33,87
Italy,Garganega,10,87
France,Muscat,16,87
US,Pinot Noir,50,87
France,Syrah,15,87
Argentina,Malbec,11,87
US,Bordeaux-style Red Blend,75,87
Italy,Glera,18,87
Italy,Garganega,18,87
Argentina,Red Blend,47,87
Italy,Garganega,33,87
Argentina,Bonarda,15,87
US,Pinot Noir,50,87
US,Petite Sirah,49,87
US,Chardonnay,15,87
Italy,Glera,18,87
US,Pinot Noir,40,89
Austria,Riesling,25,89
Austria,Riesling,24,89
Chile,Sauvignon Blanc,15,89
Germany,Riesling,19,89
Germany,Riesling,19,89
Germany,Riesling,60,89
US,Pinot Noir,35,89
Portugal,Portuguese Red,21,89
Italy,GrÃ¼ner Veltliner,18,89
US,Zinfandel,21,89
Portugal,Portuguese White,21,89
Portugal,Touriga Nacional-Cabernet Sauvignon,19,89
US,Pinot Noir,45,89
US,Pinot Noir,60,89
Chile,Cabernet Sauvignon,17,89
US,GewÃ¼rztraminer,18,89
Italy,Riesling,40,89
US,Pinot Noir,14,89
Austria,RosÃ©,10,89
US,Tempranillo,20,92
France,Pinot Gris,24,92
France,Riesling,23,92
Italy,Red Blend,42,92
US,Red Blend,40,92
US,RhÃ´ne-style Red Blend,100,92
US,Chardonnay,48,92
US,Pinot Noir,65,92
US,Red Blend,34,92
France,Pinot Noir,45,92
US,Cabernet Franc,20,92
US,Syrah,50,92
France,Riesling,30,92
US,Pinot Noir,28,92
US,Pinot Noir,55,92
US,Pinot Noir,55,92
France,RosÃ©,49,92
US,Grenache,40,92
US,Pinot Noir,82,92
US,Roussanne,30,92
US,Petite Sirah,35,92
France,Pinot Noir,89,92
US,Riesling,13,88
US,Sauvignon Blanc,18,88
